Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0047723					Cericv21055787m																
OG0047724					Cericv21054655m																
OG0047725					Cericv21053996m																
OG0047726					Cericv21056951m																
OG0047727					Cericv21054212m																
OG0047728					Cericv21056615m																
OG0047729					Cericv21055549m																
OG0047730					Cericv21055878m																
OG0047731					Cericv21054658m																
OG0047732					Cericv21056415m																
OG0047733					Cericv21056648m																
OG0047734					Cericv21054248m																
OG0047735					Cericv21053980m																
OG0047736					Cericv21055267m																
OG0047737					Cericv21054962m																
OG0047738					Cericv21055850m																
OG0047739					Cericv21054130m																
OG0047740					Cericv21055221m																
OG0047741					Cericv21053827m																
OG0047742					Cericv21056086m																
OG0047743					Cericv21056769m																
OG0047744					Cericv21055734m																
OG0047745					Cericv21056019m																
OG0047746					Cericv21055277m																
OG0047747					Cericv21054051m																
OG0047748					Cericv21055269m																
OG0047749					Cericv21057011m																
OG0047750					Cericv21055146m																
OG0047751					Cericv21056848m																
OG0047752					Cericv21054475m																
OG0047753					Cericv21056007m																
OG0047754					Cericv21055364m																
OG0047755					Cericv21054438m																
OG0047756					Cericv21055564m																
OG0047757					Cericv21055970m																
OG0047758					Cericv21055921m																
OG0047759					Cericv21055957m																
OG0047760					Cericv21056853m																
OG0047761					Cericv21055369m																
OG0047762					Cericv21056809m																
OG0047763					Cericv21053997m																
OG0047764					Cericv21055516m																
OG0047765					Cericv21056696m																
OG0047766					Cericv21054374m																
OG0047767					Cericv21055102m																
OG0047768					Cericv21056981m																
OG0047769					Cericv21055814m																
OG0047770					Cericv21055811m																
OG0047771					Cericv21054079m																
OG0047772					Cericv21056903m																
OG0047773					Cericv21054737m																
OG0047774					Cericv21056894m																
OG0047775					Cericv21055688m																
OG0047776					Cericv21055151m																
OG0047777					Cericv21056140m																
OG0047778					Cericv21053979m																
OG0047779					Cericv21056604m																
OG0047780					Cericv21055278m																
OG0047781					Cericv21056681m																
OG0047782					Cericv21054156m																
OG0047783					Cericv21053972m																
OG0047784					Cericv21054098m																
OG0047785					Cericv21056418m																
OG0047786					Cericv21055030m																
OG0047787					Cericv21056082m																
OG0047788					Cericv21054862m																
OG0047789					Cericv21055222m																
OG0047790					Cericv21055686m																
OG0047791					Cericv21056931m																
OG0047792					Cericv21055147m																
OG0047793					Cericv21053908m																
OG0047794					Cericv21056799m																
OG0047795					Cericv21056631m																
OG0047796					Cericv21056080m																
OG0047797					Cericv21053806m																
OG0047798					Cericv21054267m																
OG0047799					Cericv21056532m																
OG0047800					Cericv21134730m																
OG0047801					Cericv21134727m																
OG0047802					Cericv21133522m																
OG0047803					Cericv21006112m																
OG0047804					Cericv21004904m																
OG0047805					Cericv21005393m																
OG0047806					Cericv21006898m																
OG0047807					Cericv21005392m																
OG0047808					Cericv21007006m																
OG0047809					Cericv21007268m																
OG0047810					Cericv21005815m																
OG0047811					Cericv21008864m																
OG0047812					Cericv21008475m																
OG0047813					Cericv21008507m																
OG0047814					Cericv21006875m																
OG0047815					Cericv21008465m																
OG0047816					Cericv21006086m																
OG0047817					Cericv21007070m																
OG0047818					Cericv21008731m																
OG0047819					Cericv21008247m																
OG0047820					Cericv21006853m																
OG0047821					Cericv21008710m																
OG0047822					Cericv21007692m																
OG0047823					Cericv21005616m																
OG0047824					Cericv21005633m																
OG0047825					Cericv21007477m																
OG0047826					Cericv21006060m																
OG0047827					Cericv21006574m																
OG0047828					Cericv21005544m																
OG0047829					Cericv21007615m																
OG0047830					Cericv21005464m																
OG0047831					Cericv21008431m																
OG0047832					Cericv21005645m																
OG0047833					Cericv21008767m																
OG0047834					Cericv21007249m																
OG0047835					Cericv21004973m																
OG0047836					Cericv21006133m																
OG0047837					Cericv21006040m																
OG0047838					Cericv21006516m																
OG0047839					Cericv21007638m																
OG0047840					Cericv21005467m																
OG0047841					Cericv21006683m																
OG0047842					Cericv21008614m																
OG0047843					Cericv21006458m																
OG0047844					Cericv21005826m																
OG0047845					Cericv21009073m																
OG0047846					Cericv21008845m																
OG0047847					Cericv21005612m																
OG0047848					Cericv21006609m																
OG0047849					Cericv21007874m																
OG0047850					Cericv21008072m																
OG0047851					Cericv21006757m																
OG0047852					Cericv21009083m																
OG0047853					Cericv21007735m																
OG0047854					Cericv21008764m																
OG0047855					Cericv21006095m																
OG0047856					Cericv21007391m																
OG0047857					Cericv21004894m																
OG0047858					Cericv21005583m																
OG0047859					Cericv21005123m																
OG0047860					Cericv21007885m																
OG0047861					Cericv21007306m																
OG0047862					Cericv21006594m																
OG0047863					Cericv21004890m																
OG0047864					Cericv21005470m																
OG0047865					Cericv21008276m																
OG0047866					Cericv21005879m																
OG0047867					Cericv21005981m																
OG0047868					Cericv21006998m																
OG0047869					Cericv21007963m																
OG0047870					Cericv21008252m																
OG0047871					Cericv21006098m																
OG0047872					Cericv21004934m																
OG0047873					Cericv21008724m																
OG0047874					Cericv21005067m																
OG0047875					Cericv21006211m																
OG0047876					Cericv21007681m																
OG0047877					Cericv21005710m																
OG0047878					Cericv21005324m																
OG0047879					Cericv21008972m																
OG0047880					Cericv21007601m																
OG0047881					Cericv21008495m																
OG0047882					Cericv21008760m																
OG0047883					Cericv21007867m																
OG0047884					Cericv21005683m																
OG0047885					Cericv21006529m																
OG0047886					Cericv21005110m																
OG0047887					Cericv21005841m																
OG0047888					Cericv21007197m																
OG0047889					Cericv21005476m																
OG0047890					Cericv21006528m																
OG0047891					Cericv21007865m																
OG0047892					Cericv21007304m																
OG0047893					Cericv21006951m																
OG0047894					Cericv21007528m																
OG0047895					Cericv21006539m																
OG0047896					Cericv21007949m																
OG0047897					Cericv21006005m																
OG0047898					Cericv21007431m																
OG0047899					Cericv21007903m																
OG0047900					Cericv21007392m																
OG0047901					Cericv21009053m																
OG0047902					Cericv21007314m																
OG0047903					Cericv21005409m																
OG0047904					Cericv21006771m																
OG0047905					Cericv21007036m																
OG0047906					Cericv21006276m																
OG0047907					Cericv21006997m																
OG0047908					Cericv21007848m																
OG0047909					Cericv21007265m																
OG0047910					Cericv21007939m																
OG0047911					Cericv21006953m																
OG0047912					Cericv21007544m																
OG0047913					Cericv21007933m																
OG0047914					Cericv21009072m																
OG0047915					Cericv21005413m																
OG0047916					Cericv21005155m																
OG0047917					Cericv21007920m																
OG0047918					Cericv21007900m																
OG0047919					Cericv21005614m																
OG0047920					Cericv21009058m																
OG0047921					Cericv21006421m																
OG0047922					Cericv21007170m																
OG0047923					Cericv21007057m																
OG0047924					Cericv21008733m																
OG0047925					Cericv21005839m																
OG0047926					Cericv21007845m																
OG0047927					Cericv21004871m																
OG0047928					Cericv21007069m																
OG0047929					Cericv21005118m																
OG0047930					Cericv21008155m																
OG0047931					Cericv21008659m																
OG0047932					Cericv21006175m																
OG0047933					Cericv21007830m																
OG0047934					Cericv21005346m																
OG0047935					Cericv21007163m																
OG0047936					Cericv21007728m																
OG0047937					Cericv21005972m																
OG0047938					Cericv21007709m																
OG0047939					Cericv21006248m																
OG0047940					Cericv21006213m																
OG0047941					Cericv21005656m																
OG0047942					Cericv21007229m																
OG0047943					Cericv21008829m																
OG0047944					Cericv21006393m																
OG0047945					Cericv21008757m																
OG0047946					Cericv21005933m																
OG0047947					Cericv21007328m																
OG0047948					Cericv21005449m																
OG0047949					Cericv21006954m																
OG0047950					Cericv21006891m																
OG0047951					Cericv21007238m																
OG0047952					Cericv21134106m																
OG0047953					Cericv21115610m																
OG0047954					Cericv21117024m																
OG0047955					Cericv21115970m																
OG0047956					Cericv21115336m																
OG0047957					Cericv21117065m																
OG0047958					Cericv21116616m																
OG0047959					Cericv21115822m																
OG0047960					Cericv21114976m																
OG0047961					Cericv21116766m																
OG0047962					Cericv21115931m																
OG0047963					Cericv21115259m																
OG0047964					Cericv21115346m																
OG0047965					Cericv21116791m																
OG0047966					Cericv21115607m																
OG0047967					Cericv21116670m																
OG0047968					Cericv21115115m																
OG0047969					Cericv21115417m																
OG0047970					Cericv21116309m																
OG0047971					Cericv21116427m																
OG0047972					Cericv21115611m																
OG0047973					Cericv21115403m																
OG0047974					Cericv21116932m																
OG0047975					Cericv21116286m																
OG0047976					Cericv21115911m																
OG0047977					Cericv21115866m																
OG0047978					Cericv21116955m																
OG0047979					Cericv21116945m																
OG0047980					Cericv21115186m																
OG0047981					Cericv21116808m																
OG0047982					Cericv21116535m																
OG0047983					Cericv21116975m																
OG0047984					Cericv21115278m																
OG0047985					Cericv21115523m																
OG0047986					Cericv21117063m																
OG0047987					Cericv21116160m																
OG0047988					Cericv21115201m																
OG0047989					Cericv21116999m																
OG0047990					Cericv21116159m																
OG0047991					Cericv21115212m																
OG0047992					Cericv21115682m																
OG0047993					Cericv21115606m																
OG0047994					Cericv21115990m																
OG0047995					Cericv21115553m																
OG0047996					Cericv21115782m																
OG0047997					Cericv21114854m																
OG0047998					Cericv21115012m																
OG0047999					Cericv21116364m																
OG0048000					Cericv21116090m																
OG0048001					Cericv21117027m																
OG0048002					Cericv21116350m																
OG0048003					Cericv21116547m																
OG0048004					Cericv21115314m																
OG0048005					Cericv21116671m																
OG0048006					Cericv21114787m																
OG0048007					Cericv21115541m																
OG0048008					Cericv21116050m																
OG0048009					Cericv21116716m																
OG0048010					Cericv21116669m																
OG0048011					Cericv21115964m																
OG0048012					Cericv21114924m																
OG0048013					Cericv21116779m																
OG0048014					Cericv21115542m																
OG0048015					Cericv21115463m																
OG0048016					Cericv21115006m																
OG0048017					Cericv21115206m																
OG0048018					Cericv21115648m																
OG0048019					Cericv21114783m																
OG0048020					Cericv21115353m																
OG0048021					Cericv21115727m																
OG0048022					Cericv21116252m																
OG0048023					Cericv21115205m																
OG0048024					Cericv21114825m																
OG0048025					Cericv21116538m																
OG0048026					Cericv21116123m																
OG0048027					Cericv21115297m																
OG0048028					Cericv21116410m																
OG0048029					Cericv21115557m																
OG0048030					Cericv21116795m																
OG0048031					Cericv21117210m																
OG0048032					Cericv21115598m																
OG0048033					Cericv21114926m																
OG0048034					Cericv21114734m																
OG0048035					Cericv21115313m																
OG0048036					Cericv21116985m																
OG0048037					Cericv21116346m																
OG0048038					Cericv21115568m																
OG0048039					Cericv21116774m																
OG0048040					Cericv21115171m																
OG0048041					Cericv21115827m																
OG0048042					Cericv21115004m																
OG0048043					Cericv21130620m																
OG0048044					Cericv21137914m																
OG0048045					Cericv21035608m																
OG0048046					Cericv21037534m																
OG0048047					Cericv21037751m																
OG0048048					Cericv21035476m																
OG0048049					Cericv21036807m																
OG0048050					Cericv21036075m																
OG0048051					Cericv21036813m																
OG0048052					Cericv21037431m																
OG0048053					Cericv21035925m																
OG0048054					Cericv21037577m																
OG0048055					Cericv21038191m																
OG0048056					Cericv21036401m																
OG0048057					Cericv21037779m																
OG0048058					Cericv21037024m																
OG0048059					Cericv21035456m																
OG0048060					Cericv21037622m																
OG0048061					Cericv21035763m																
OG0048062					Cericv21037923m																
OG0048063					Cericv21036728m																
OG0048064					Cericv21036095m																
OG0048065					Cericv21038503m																
OG0048066					Cericv21038748m																
OG0048067					Cericv21037581m																
OG0048068					Cericv21036891m																
OG0048069					Cericv21038950m																
OG0048070					Cericv21036192m																
OG0048071					Cericv21038571m																
OG0048072					Cericv21037726m																
OG0048073					Cericv21035254m																
OG0048074					Cericv21038926m																
OG0048075					Cericv21036811m																
OG0048076					Cericv21038761m																
OG0048077					Cericv21038120m																
OG0048078					Cericv21038073m																
OG0048079					Cericv21036179m																
OG0048080					Cericv21038823m																
OG0048081					Cericv21037171m																
OG0048082					Cericv21037303m																
OG0048083					Cericv21038695m																
OG0048084					Cericv21036726m																
OG0048085					Cericv21035794m																
OG0048086					Cericv21037612m																
OG0048087					Cericv21038358m																
OG0048088					Cericv21038681m																
OG0048089					Cericv21037127m																
OG0048090					Cericv21038021m																
OG0048091					Cericv21035996m																
OG0048092					Cericv21038515m																
OG0048093					Cericv21037481m																
OG0048094					Cericv21037485m																
OG0048095					Cericv21037648m																
OG0048096					Cericv21036814m																
OG0048097					Cericv21037051m																
OG0048098					Cericv21036219m																
OG0048099					Cericv21038426m																
OG0048100					Cericv21035407m																
OG0048101					Cericv21038894m																
OG0048102					Cericv21037764m																
OG0048103					Cericv21036809m																
OG0048104					Cericv21038493m																
OG0048105					Cericv21036254m																
OG0048106					Cericv21036942m																
OG0048107					Cericv21036808m																
OG0048108					Cericv21035323m																
OG0048109					Cericv21037661m																
OG0048110					Cericv21036756m																
OG0048111					Cericv21038337m																
OG0048112					Cericv21035617m																
OG0048113					Cericv21038331m																
OG0048114					Cericv21037348m																
OG0048115					Cericv21035396m																
OG0048116					Cericv21038338m																
OG0048117					Cericv21036594m																
OG0048118					Cericv21036960m																
OG0048119					Cericv21037091m																
OG0048120					Cericv21035788m																
OG0048121					Cericv21036914m																
OG0048122					Cericv21038528m																
OG0048123					Cericv21038237m																
OG0048124					Cericv21035541m																
OG0048125					Cericv21036950m																
OG0048126					Cericv21035690m																
OG0048127					Cericv21036106m																
OG0048128					Cericv21037090m																
OG0048129					Cericv21036426m																
OG0048130					Cericv21036832m																
OG0048131					Cericv21036066m																
OG0048132					Cericv21037928m																
OG0048133					Cericv21037453m																
OG0048134					Cericv21036357m																
OG0048135					Cericv21036255m																
OG0048136					Cericv21036311m																
OG0048137					Cericv21036134m																
OG0048138					Cericv21038929m																
OG0048139					Cericv21036404m																
OG0048140					Cericv21037181m																
OG0048141					Cericv21036579m																
OG0048142					Cericv21036678m																
OG0048143					Cericv21037150m																
OG0048144					Cericv21035939m																
OG0048145					Cericv21038901m																
OG0048146					Cericv21036717m																
OG0048147					Cericv21038709m																
OG0048148					Cericv21035900m																
OG0048149					Cericv21037774m																
OG0048150					Cericv21038351m																
OG0048151					Cericv21036872m																
OG0048152					Cericv21035968m																
OG0048153					Cericv21035232m																
OG0048154					Cericv21037104m																
OG0048155					Cericv21037994m																
OG0048156					Cericv21037784m																
OG0048157					Cericv21036143m																
OG0048158					Cericv21035533m																
OG0048159					Cericv21035855m																
OG0048160					Cericv21037989m																
OG0048161					Cericv21036191m																
OG0048162					Cericv21038446m																
OG0048163					Cericv21036810m																
OG0048164					Cericv21036057m																
OG0048165					Cericv21036751m																
OG0048166					Cericv21038521m																
OG0048167					Cericv21036702m																
OG0048168					Cericv21037714m																
OG0048169					Cericv21035755m																
OG0048170					Cericv21037410m																
OG0048171					Cericv21036257m																
OG0048172					Cericv21038200m																
OG0048173					Cericv21036951m																
OG0048174					Cericv21037919m																
OG0048175					Cericv21133289m																
OG0048176					Cericv21136991m																
OG0048177					Cericv21136990m																
OG0048178					Cericv21131353m																
OG0048179					Cericv21137277m																
OG0048180					Cericv21104963m																
OG0048181					Cericv21106125m																
OG0048182					Cericv21104101m																
OG0048183					Cericv21106098m																
OG0048184					Cericv21103784m																
OG0048185					Cericv21105660m																
OG0048186					Cericv21104746m																
OG0048187					Cericv21105602m																
OG0048188					Cericv21105809m																
OG0048189					Cericv21104087m																
OG0048190					Cericv21105225m																
OG0048191					Cericv21104346m																
OG0048192					Cericv21106021m																
OG0048193					Cericv21104598m																
OG0048194					Cericv21104908m																
OG0048195					Cericv21104364m																
OG0048196					Cericv21104892m																
OG0048197					Cericv21104570m																
OG0048198					Cericv21106256m																
OG0048199					Cericv21105842m																
OG0048200					Cericv21103873m																
OG0048201					Cericv21104376m																
OG0048202					Cericv21105097m																
OG0048203					Cericv21104173m																
OG0048204					Cericv21104702m																
OG0048205					Cericv21105985m																
OG0048206					Cericv21105009m																
OG0048207					Cericv21106121m																
OG0048208					Cericv21105793m																
OG0048209					Cericv21105941m																
OG0048210					Cericv21105147m																
OG0048211					Cericv21104956m																
OG0048212					Cericv21105241m																
OG0048213					Cericv21104127m																
OG0048214					Cericv21105208m																
OG0048215					Cericv21105108m																
OG0048216					Cericv21106127m																
OG0048217					Cericv21105216m																
OG0048218					Cericv21103986m																
OG0048219					Cericv21105864m																
OG0048220					Cericv21105739m																
OG0048221					Cericv21105004m																
OG0048222					Cericv21105521m																
OG0048223					Cericv21104120m																
OG0048224					Cericv21104278m																
OG0048225					Cericv21105264m																
OG0048226					Cericv21104833m																
OG0048227					Cericv21103988m																
OG0048228					Cericv21104482m																
OG0048229					Cericv21104355m																
OG0048230					Cericv21105295m																
OG0048231					Cericv21105384m																
OG0048232					Cericv21104785m																
OG0048233					Cericv21103773m																
OG0048234					Cericv21106330m																
OG0048235					Cericv21104086m																
OG0048236					Cericv21104834m																
OG0048237					Cericv21106183m																
OG0048238					Cericv21104621m																
OG0048239					Cericv21103835m																
OG0048240					Cericv21105428m																
OG0048241					Cericv21104210m																
OG0048242					Cericv21105866m																
OG0048243					Cericv21105905m																
OG0048244					Cericv21105762m																
OG0048245					Cericv21105490m																
OG0048246					Cericv21105472m																
OG0048247					Cericv21105109m																
OG0048248					Cericv21105149m																
OG0048249					Cericv21106411m																
OG0048250					Cericv21104735m																
OG0048251					Cericv21104797m																
OG0048252					Cericv21103750m																
OG0048253					Cericv21105240m																
OG0048254					Cericv21105524m																
OG0048255					Cericv21105546m																
OG0048256					Cericv21103813m																
OG0048257					Cericv21105471m																
OG0048258					Cericv21105573m																
OG0048259					Cericv21106022m																
OG0048260					Cericv21104550m																
OG0048261					Cericv21104773m																
OG0048262					Cericv21103921m																
OG0048263					Cericv21104841m																
OG0048264					Cericv21104341m																
OG0048265					Cericv21104909m																
OG0048266					Cericv21103757m																
OG0048267					Cericv21105734m																
OG0048268					Cericv21103836m																
OG0048269					Cericv21105137m																
OG0048270					Cericv21103695m																
OG0048271					Cericv21106338m																
OG0048272					Cericv21106421m																
OG0048273					Cericv21105473m																
OG0048274					Cericv21104122m																
OG0048275					Cericv21105491m																
OG0048276					Cericv21104220m																
OG0048277					Cericv21105493m																
OG0048278					Cericv21106420m																
OG0048279					Cericv21104934m																
OG0048280					Cericv21106139m																
OG0048281					Cericv21104781m																
OG0048282					Cericv21106257m																
OG0048283					Cericv21104678m																
OG0048284					Cericv21104597m																
OG0048285					Cericv21106214m																
OG0048286					Cericv21106002m																
OG0048287					Cericv21103767m																
OG0048288					Cericv21105142m																
OG0048289					Cericv21104484m																
OG0048290					Cericv21127768m																
OG0048291					Cericv21134472m																
OG0048292					Cericv21127812m																
OG0048293					Cericv21131797m																
OG0048294					Cericv21050252m																
OG0048295					Cericv21053755m																
OG0048296					Cericv21052497m																
OG0048297					Cericv21050351m																
OG0048298					Cericv21053156m																
OG0048299					Cericv21051103m																
OG0048300					Cericv21050484m																
OG0048301					Cericv21053638m																
OG0048302					Cericv21051992m																
OG0048303					Cericv21053387m																
OG0048304					Cericv21051948m																
OG0048305					Cericv21051971m																
OG0048306					Cericv21053428m																
OG0048307					Cericv21053035m																
OG0048308					Cericv21053375m																
OG0048309					Cericv21050810m																
OG0048310					Cericv21053097m																
OG0048311					Cericv21051856m																
OG0048312					Cericv21051143m																
OG0048313					Cericv21050562m																
OG0048314					Cericv21050869m																
OG0048315					Cericv21052725m																
OG0048316					Cericv21052499m																
OG0048317					Cericv21052065m																
OG0048318					Cericv21052105m																
OG0048319					Cericv21051661m																
OG0048320					Cericv21051086m																
OG0048321					Cericv21051252m																
OG0048322					Cericv21052354m																
OG0048323					Cericv21052919m																
OG0048324					Cericv21050652m																
OG0048325					Cericv21051946m																
OG0048326					Cericv21050843m																
OG0048327					Cericv21050440m																
OG0048328					Cericv21050778m																
OG0048329					Cericv21051741m																
OG0048330					Cericv21051916m																
OG0048331					Cericv21051835m																
OG0048332					Cericv21050427m																
OG0048333					Cericv21050489m																
OG0048334					Cericv21053321m																
OG0048335					Cericv21050390m																
OG0048336					Cericv21051949m																
OG0048337					Cericv21052617m																
OG0048338					Cericv21053244m																
OG0048339					Cericv21050282m																
OG0048340					Cericv21050963m																
OG0048341					Cericv21053598m																
OG0048342					Cericv21053182m																
OG0048343					Cericv21051330m																
OG0048344					Cericv21053470m																
OG0048345					Cericv21051574m																
OG0048346					Cericv21051130m																
OG0048347					Cericv21052783m																
OG0048348					Cericv21052751m																
OG0048349					Cericv21052155m																
OG0048350					Cericv21050281m																
OG0048351					Cericv21053692m																
OG0048352					Cericv21053683m																
OG0048353					Cericv21053494m																
OG0048354					Cericv21052831m																
OG0048355					Cericv21052220m																
OG0048356					Cericv21050415m																
OG0048357					Cericv21051008m																
OG0048358					Cericv21053409m																
OG0048359					Cericv21051074m																
OG0048360					Cericv21051914m																
OG0048361					Cericv21051479m																
OG0048362					Cericv21053051m																
OG0048363					Cericv21051224m																
OG0048364					Cericv21050613m																
OG0048365					Cericv21051974m																
OG0048366					Cericv21052250m																
OG0048367					Cericv21051696m																
OG0048368					Cericv21051043m																
OG0048369					Cericv21053539m																
OG0048370					Cericv21053573m																
OG0048371					Cericv21051728m																
OG0048372					Cericv21051377m																
OG0048373					Cericv21052906m																
OG0048374					Cericv21053453m																
OG0048375					Cericv21053761m																
OG0048376					Cericv21051374m																
OG0048377					Cericv21052620m																
OG0048378					Cericv21050254m																
OG0048379					Cericv21052838m																
OG0048380					Cericv21052559m																
OG0048381					Cericv21053671m																
OG0048382					Cericv21051827m																
OG0048383					Cericv21050958m																
OG0048384					Cericv21051931m																
OG0048385					Cericv21053521m																
OG0048386					Cericv21052552m																
OG0048387					Cericv21053338m																
OG0048388					Cericv21051259m																
OG0048389					Cericv21053357m																
OG0048390					Cericv21051028m																
OG0048391					Cericv21050141m																
OG0048392					Cericv21053528m																
OG0048393					Cericv21051381m																
OG0048394					Cericv21052126m																
OG0048395					Cericv21051934m																
OG0048396					Cericv21051459m																
OG0048397					Cericv21052309m																
OG0048398					Cericv21053148m																
OG0048399					Cericv21051206m																
OG0048400					Cericv21051453m																
OG0048401					Cericv21052420m																
OG0048402					Cericv21052466m																
OG0048403					Cericv21052668m																
OG0048404					Cericv21050692m																
OG0048405					Cericv21050213m																
OG0048406					Cericv21053632m																
OG0048407					Cericv21053031m																
OG0048408					Cericv21052997m																
OG0048409					Cericv21050900m																
OG0048410					Cericv21051900m																
OG0048411					Cericv21053655m																
OG0048412					Cericv21050904m																
OG0048413					Cericv21052336m																
OG0048414					Cericv21053230m																
OG0048415					Cericv21050418m																
OG0048416					Cericv21052981m																
OG0048417					Cericv21053640m																
OG0048418					Cericv21051015m																
OG0048419					Cericv21050359m																
OG0048420					Cericv21052405m																
OG0048421					Cericv21050195m																
OG0048422					Cericv21052809m																
OG0048423					Cericv21051928m																
OG0048424					Cericv21051604m																
OG0048425					Cericv21051929m																
OG0048426					Cericv21053579m																
OG0048427					Cericv21052984m																
OG0048428					Cericv21052975m																
OG0048429					Cericv21050121m																
OG0048430					Cericv21050475m																
OG0048431					Cericv21050947m																
OG0048432					Cericv21130943m																
OG0048433					Cericv21136635m																
OG0048434					Cericv21133830m																
OG0048435					Cericv21130634m																
OG0048436					Cericv21137880m																
OG0048437					Cericv21130552m																
OG0048438					Cericv21133061m																
OG0048439					Cericv21128425m																
OG0048440					Cericv21135586m																
OG0048441					Cericv21135529m																
OG0048442					Cericv21128799m																
OG0048443					Cericv21048594m																
OG0048444					Cericv21049923m																
OG0048445					Cericv21049031m																
OG0048446					Cericv21050003m																
OG0048447					Cericv21047529m																
OG0048448					Cericv21046442m																
OG0048449					Cericv21048837m																
OG0048450					Cericv21049972m																
OG0048451					Cericv21048333m																
OG0048452					Cericv21049256m																
OG0048453					Cericv21049744m																
OG0048454					Cericv21049435m																
OG0048455					Cericv21048778m																
OG0048456					Cericv21047860m																
OG0048457					Cericv21049368m																
OG0048458					Cericv21048782m																
OG0048459					Cericv21048992m																
OG0048460					Cericv21046476m																
OG0048461					Cericv21047298m																
OG0048462					Cericv21049149m																
OG0048463					Cericv21048158m																
OG0048464					Cericv21046532m																
OG0048465					Cericv21046517m																
OG0048466					Cericv21049045m																
OG0048467					Cericv21050005m																
OG0048468					Cericv21046415m																
OG0048469					Cericv21048733m																
OG0048470					Cericv21046515m																
OG0048471					Cericv21050030m																
OG0048472					Cericv21047523m																
OG0048473					Cericv21046570m																
OG0048474					Cericv21049044m																
OG0048475					Cericv21049669m																
OG0048476					Cericv21047042m																
OG0048477					Cericv21049172m																
OG0048478					Cericv21049753m																
OG0048479					Cericv21049322m																
OG0048480					Cericv21047565m																
OG0048481					Cericv21047414m																
OG0048482					Cericv21047205m																
OG0048483					Cericv21048073m																
OG0048484					Cericv21046733m																
OG0048485					Cericv21048278m																
OG0048486					Cericv21047316m																
OG0048487					Cericv21047213m																
OG0048488					Cericv21047217m																
OG0048489					Cericv21048641m																
OG0048490					Cericv21049186m																
OG0048491					Cericv21047197m																
OG0048492					Cericv21048682m																
OG0048493					Cericv21048840m																
OG0048494					Cericv21047095m																
OG0048495					Cericv21048336m																
OG0048496					Cericv21049572m																
OG0048497					Cericv21046539m																
OG0048498					Cericv21047110m																
OG0048499					Cericv21046428m																
OG0048500					Cericv21047102m																
OG0048501					Cericv21046391m																
OG0048502					Cericv21048935m																
OG0048503					Cericv21048999m																
OG0048504					Cericv21049460m																
OG0048505					Cericv21047429m																
OG0048506					Cericv21047898m																
OG0048507					Cericv21049590m																
OG0048508					Cericv21047200m																
OG0048509					Cericv21048868m																
OG0048510					Cericv21048993m																
OG0048511					Cericv21048542m																
OG0048512					Cericv21049478m																
OG0048513					Cericv21049784m																
OG0048514					Cericv21047804m																
OG0048515					Cericv21047075m																
OG0048516					Cericv21047664m																
OG0048517					Cericv21049504m																
OG0048518					Cericv21049562m																
OG0048519					Cericv21046549m																
OG0048520					Cericv21048030m																
OG0048521					Cericv21048007m																
OG0048522					Cericv21049247m																
OG0048523					Cericv21048219m																
OG0048524					Cericv21048767m																
OG0048525					Cericv21049557m																
OG0048526					Cericv21049365m																
OG0048527					Cericv21050015m																
OG0048528					Cericv21048900m																
OG0048529					Cericv21046589m																
OG0048530					Cericv21048153m																
OG0048531					Cericv21047623m																
OG0048532					Cericv21049683m																
OG0048533					Cericv21049463m																
OG0048534					Cericv21046680m																
OG0048535					Cericv21048524m																
OG0048536					Cericv21046388m																
OG0048537					Cericv21048251m																
OG0048538					Cericv21048530m																
OG0048539					Cericv21047058m																
OG0048540					Cericv21047665m																
OG0048541					Cericv21047420m																
OG0048542					Cericv21047293m																
OG0048543					Cericv21048015m																
OG0048544					Cericv21047087m																
OG0048545					Cericv21048161m																
OG0048546					Cericv21047800m																
OG0048547					Cericv21048206m																
OG0048548					Cericv21047968m																
OG0048549					Cericv21047688m																
OG0048550					Cericv21046860m																
OG0048551					Cericv21049158m																
OG0048552					Cericv21048954m																
OG0048553					Cericv21047793m																
OG0048554					Cericv21047880m																
OG0048555					Cericv21049068m																
OG0048556					Cericv21048857m																
OG0048557					Cericv21046534m																
OG0048558					Cericv21050034m																
OG0048559					Cericv21046636m																
OG0048560					Cericv21049145m																
OG0048561					Cericv21047557m																
OG0048562					Cericv21048996m																
OG0048563					Cericv21049691m																
OG0048564					Cericv21048008m																
OG0048565					Cericv21047961m																
OG0048566					Cericv21047040m																
OG0048567					Cericv21046937m																
OG0048568					Cericv21048135m																
OG0048569					Cericv21049437m																
OG0048570					Cericv21050046m																
OG0048571					Cericv21046877m																
OG0048572					Cericv21049609m																
OG0048573					Cericv21048841m																
OG0048574					Cericv21127627m																
OG0048575					Cericv21127314m																
OG0048576					Cericv21128814m																
OG0048577					Cericv21135152m																
OG0048578					Cericv21131476m																
OG0048579					Cericv21127778m																
OG0048580					Cericv21138212m																
OG0048581					Cericv21133238m																
OG0048582					Cericv21130395m																
OG0048583					Cericv21130394m																
OG0048584					Cericv21133466m																
OG0048585					Cericv21128432m																
OG0048586					Cericv21128433m																
OG0048587					Cericv21135412m																
OG0048588					Cericv21131138m																
OG0048589					Cericv21132463m																
OG0048590					Cericv21012356m																
