OG0004673	AagrBONN_228.1440.1	AmTr_v1.0_scaffold00012.71, AmTr_v1.0_scaffold00027.71	AT3G48750.1		Cericv21014231m, Cericv21128443m	GBG79694	TnS000865421t03	Klenit1_14234	PTQ42109	ME000124S00189	Os02t0123100_01	Pp3c2_18480V3.1.p, Pp3c3_15290V3.1.p	PILA_DCR/hiseq/c103163_g1_i1|m.102506, PILA_S_1kb_1/019147|m.503050, PILA_V/hiseq/c40074_g1_i1|m.13706	Potri.004G133500.6.p	Sacu_v1.1_s0010.g004623, Sacu_v1.1_s0138.g022574	EFJ_139306	SEGI_05262	SM000027S09671, SM000081S22648, SM000125S26111	VIT_15s0045g00310.t01	Vocar20015085m	Zm00001eb001260_P001, Zm00001eb403940_P002
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0000571	AagrBONN_344.4088.2	AmTr_v1.0_scaffold00001.15, AmTr_v1.0_scaffold00101.105	AT1G20590.1, AT1G20610.1, AT1G34460.5, AT1G76310.3, AT2G17620.1, AT2G26760.1, AT3G11520.1, AT3G27185.1, AT4G35620.1, AT4G37490.1, AT5G06150.1	Azfi_s0040.g026601, Azfi_s0065.g035814, Azfi_s0107.g045114, Azfi_s0113.g045905, Azfi_s0230.g059168, Azfi_s0872.g090692, Azfi_s2407.g111238, Azfi_s2969.g113893	Cericv21022893m, Cericv21066258m, Cericv21075161m, Cericv21085149m, Cericv21089281m, Cericv21104989m	GBG72116, GBG75230, GBG88596	TnS000097081t11, TnS000122753t01, TnS000364231t02, TnS000508917t10	Klenit1_12212	PTQ38958, PTQ42780	ME000243S04010, ME000426S07164	Os01t0281200_01, Os01t0805600_01, Os02t0627800_00, Os04t0563700_01, Os05t0493500_00, Os05t0501350_00, Os06t0726800_01, Os12t0630750_00	Pp3c15_21520V3.1.p, Pp3c9_18910V3.1.p	PILA_BRN/hiseq/c71562_g3_i1|m.63010, PILA_E1/hiseq/c35809_g1_i2|m.16545, PILA_E1_1kb/005946|m.273431, PILA_E1_2kb_1/polished_high/001487|m.1713, PILA_K_S1/c12042_g1_i1|m.187202, PILA_NACLR/hiseq/c65649_g1_i3|m.56485, PILA_Neg_S1/c12083_g1_i1|m.73352, PILA_SDN/miseq/c12539_g1_i1|m.8298, PILA_S_2kb_2/017196|m.624866, PILA_V/hiseq/c54013_g2_i2|m.33844, PILA_V1_1kb_1/019620|m.725488, PILA_V_2kb/016007|m.1014345	Potri.001G272000.1.p, Potri.002G010000.1.p, Potri.005G100000.1.p, Potri.005G251400.2.p, Potri.006G035200.1.p, Potri.009G066600.1.p, Potri.009G165800.1.p, Potri.016G033000.1.p	Sacu_v1.1_s0031.g010562, Sacu_v1.1_s0057.g014779, Sacu_v1.1_s0200.g025590, Sacu_v1.1_s0210.g025884	EFJ_230742	SEGI_06173, SEGI_15260, SEGI_20852, SEGI_28225, SEGI_35265, SEGI_37369	SM000012S25370, SM000095S24983, SM000123S25867	VIT_03s0038g02800.t01, VIT_06s0009g02090.t01, VIT_08s0040g00930.t01, VIT_13s0067g01420.t01, VIT_18s0001g14170.t01	Vocar20003768m	Zm00001eb073920_P001, Zm00001eb150450_P001, Zm00001eb272010_P001, Zm00001eb305730_P001, Zm00001eb309490_P001, Zm00001eb317280_P001, Zm00001eb332550_P001, Zm00001eb352410_P001, Zm00001eb369340_P001, Zm00001eb429190_P001
OG0016777			AT1G16330.1											Potri.008G083200.6.p, Potri.010G173200.6.p					VIT_19s0085g00690.t01		
OG0000274		AmTr_v1.0_scaffold00012.265, AmTr_v1.0_scaffold00012.266, AmTr_v1.0_scaffold00065.105, AmTr_v1.0_scaffold00072.31, AmTr_v1.0_scaffold00088.59, AmTr_v1.0_scaffold00135.30, AmTr_v1.0_scaffold00164.8, AmTr_v1.0_scaffold00190.3	AT1G70210.1, AT2G22490.2, AT3G50070.1, AT4G03270.1, AT4G34160.1, AT4G37630.1, AT5G02110.1, AT5G10440.1, AT5G65420.3, AT5G67260.2	Azfi_s0008.g011455, Azfi_s0019.g015178, Azfi_s0064.g035662, Azfi_s0065.g035911, Azfi_s0077.g038072, Azfi_s0250.g060216, Azfi_s1850.g107442	Cericv21027962m, Cericv21031184m, Cericv21032266m, Cericv21037785m, Cericv21043470m, Cericv21052116m, Cericv21079347m, Cericv21104703m, Cericv21106710m, Cericv21114843m, Cericv21122012m, Cericv21137003m		TnS000051575t12, TnS000297983t05, TnS000305869t01, TnS000618501t01, TnS000640123t11, TnS000818879t04, TnS000982973t04	Klenit1_2242, Klenit1_3889	PTQ42311		Os03t0203800_01, Os03t0392000_00, Os03t0617500_01, Os06t0217900_01, Os06t0236600_00, Os07t0556000_01, Os07t0620800_01, Os08t0421100_00, Os08t0479300_01, Os09t0382300_00, Os09t0466100_01, Os11t0706801_00, Os12t0588800_01	Pp3c15_17470V3.1.p, Pp3c9_8300V3.1.p	PILA_DCR/hiseq/c25483_g1_i2|m.8830, PILA_E1/hiseq/c33579_g1_i3|m.12734, PILA_E1_2kb_2/004743|m.328810, PILA_M_S1/c16404_g2_i2|m.119870, PILA_NACLR/hiseq/c57926_g1_i2|m.37907, PILA_P/miseq/c22734_g1_i1|m.17216, PILA_S/hiseq/c39993_g1_i1|m.27296, PILA_S/hiseq/c43298_g1_i5|m.38714, PILA_S_1kb_2/polished_high/000594|m.577, PILA_V/hiseq/c60735_g1_i4|m.56470	Potri.001G292300.1.p, Potri.001G301800.1.p, Potri.002G103500.2.p, Potri.002G119000.2.p, Potri.002G123000.2.p, Potri.004G032100.1.p, Potri.005G141900.1.p, Potri.005G157800.2.p, Potri.006G088300.4.p, Potri.007G005700.1.p, Potri.007G048300.1.p, Potri.007G055300.1.p, Potri.008G146600.1.p, Potri.009G086700.1.p, Potri.009G097800.2.p, Potri.010G095200.2.p, Potri.011G040500.2.p, Potri.011G040900.1.p, Potri.013G149000.1.p, Potri.014G005550.1.p, Potri.014G005900.1.p, Potri.014G016700.3.p, Potri.014G023000.1.p, Potri.019G118600.1.p	Sacu_v1.1_s0030.g010523, Sacu_v1.1_s0057.g014749, Sacu_v1.1_s0058.g014839, Sacu_v1.1_s0083.g018152, Sacu_v1.1_s0108.g020437, Sacu_v1.1_s0114.g020872, Sacu_v1.1_s0117.g021170, Sacu_v1.1_s0134.g022297, Sacu_v1.1_s0162.g023971, Sacu_v1.1_s0198.g025534	EFJ_15078, EFJ_16449, EFJ_412774	SEGI_09445, SEGI_11085, SEGI_18735, SEGI_21303		VIT_00s0194g00280.t01, VIT_00s0199g00210.t01, VIT_00s0203g00160.t01, VIT_00s0322g00010.t01, VIT_01s0026g00710.t01, VIT_03s0091g01060.t01, VIT_03s0097g00610.t01, VIT_03s0180g00040.t01, VIT_05s0136g00190.t01, VIT_07s0129g00200.t01, VIT_07s0129g01100.t01, VIT_08s0007g00790.t01, VIT_12s0134g00500.t01, VIT_18s0001g07220.t01, VIT_18s0001g09160.t01, VIT_18s0001g09920.t01	Vocar20001903m	Zm00001eb007640_P001, Zm00001eb019120_P001, Zm00001eb030430_P002, Zm00001eb038430_P001, Zm00001eb040320_P001, Zm00001eb040330_P001, Zm00001eb051450_P001, Zm00001eb101120_P001, Zm00001eb134990_P001, Zm00001eb164400_P001, Zm00001eb170820_P001, Zm00001eb180180_P001, Zm00001eb193830_P002, Zm00001eb219070_P002, Zm00001eb255560_P001, Zm00001eb291680_P001, Zm00001eb311740_P001, Zm00001eb315430_P001, Zm00001eb323840_P002, Zm00001eb327750_P002, Zm00001eb373590_P001, Zm00001eb400680_P002
OG0000274		AmTr_v1.0_scaffold00012.265, AmTr_v1.0_scaffold00012.266, AmTr_v1.0_scaffold00065.105, AmTr_v1.0_scaffold00072.31, AmTr_v1.0_scaffold00088.59, AmTr_v1.0_scaffold00135.30, AmTr_v1.0_scaffold00164.8, AmTr_v1.0_scaffold00190.3	AT1G70210.1, AT2G22490.2, AT3G50070.1, AT4G03270.1, AT4G34160.1, AT4G37630.1, AT5G02110.1, AT5G10440.1, AT5G65420.3, AT5G67260.2	Azfi_s0008.g011455, Azfi_s0019.g015178, Azfi_s0064.g035662, Azfi_s0065.g035911, Azfi_s0077.g038072, Azfi_s0250.g060216, Azfi_s1850.g107442	Cericv21027962m, Cericv21031184m, Cericv21032266m, Cericv21037785m, Cericv21043470m, Cericv21052116m, Cericv21079347m, Cericv21104703m, Cericv21106710m, Cericv21114843m, Cericv21122012m, Cericv21137003m		TnS000051575t12, TnS000297983t05, TnS000305869t01, TnS000618501t01, TnS000640123t11, TnS000818879t04, TnS000982973t04	Klenit1_2242, Klenit1_3889	PTQ42311		Os03t0203800_01, Os03t0392000_00, Os03t0617500_01, Os06t0217900_01, Os06t0236600_00, Os07t0556000_01, Os07t0620800_01, Os08t0421100_00, Os08t0479300_01, Os09t0382300_00, Os09t0466100_01, Os11t0706801_00, Os12t0588800_01	Pp3c15_17470V3.1.p, Pp3c9_8300V3.1.p	PILA_DCR/hiseq/c25483_g1_i2|m.8830, PILA_E1/hiseq/c33579_g1_i3|m.12734, PILA_E1_2kb_2/004743|m.328810, PILA_M_S1/c16404_g2_i2|m.119870, PILA_NACLR/hiseq/c57926_g1_i2|m.37907, PILA_P/miseq/c22734_g1_i1|m.17216, PILA_S/hiseq/c39993_g1_i1|m.27296, PILA_S/hiseq/c43298_g1_i5|m.38714, PILA_S_1kb_2/polished_high/000594|m.577, PILA_V/hiseq/c60735_g1_i4|m.56470	Potri.001G292300.1.p, Potri.001G301800.1.p, Potri.002G103500.2.p, Potri.002G119000.2.p, Potri.002G123000.2.p, Potri.004G032100.1.p, Potri.005G141900.1.p, Potri.005G157800.2.p, Potri.006G088300.4.p, Potri.007G005700.1.p, Potri.007G048300.1.p, Potri.007G055300.1.p, Potri.008G146600.1.p, Potri.009G086700.1.p, Potri.009G097800.2.p, Potri.010G095200.2.p, Potri.011G040500.2.p, Potri.011G040900.1.p, Potri.013G149000.1.p, Potri.014G005550.1.p, Potri.014G005900.1.p, Potri.014G016700.3.p, Potri.014G023000.1.p, Potri.019G118600.1.p	Sacu_v1.1_s0030.g010523, Sacu_v1.1_s0057.g014749, Sacu_v1.1_s0058.g014839, Sacu_v1.1_s0083.g018152, Sacu_v1.1_s0108.g020437, Sacu_v1.1_s0114.g020872, Sacu_v1.1_s0117.g021170, Sacu_v1.1_s0134.g022297, Sacu_v1.1_s0162.g023971, Sacu_v1.1_s0198.g025534	EFJ_15078, EFJ_16449, EFJ_412774	SEGI_09445, SEGI_11085, SEGI_18735, SEGI_21303		VIT_00s0194g00280.t01, VIT_00s0199g00210.t01, VIT_00s0203g00160.t01, VIT_00s0322g00010.t01, VIT_01s0026g00710.t01, VIT_03s0091g01060.t01, VIT_03s0097g00610.t01, VIT_03s0180g00040.t01, VIT_05s0136g00190.t01, VIT_07s0129g00200.t01, VIT_07s0129g01100.t01, VIT_08s0007g00790.t01, VIT_12s0134g00500.t01, VIT_18s0001g07220.t01, VIT_18s0001g09160.t01, VIT_18s0001g09920.t01	Vocar20001903m	Zm00001eb007640_P001, Zm00001eb019120_P001, Zm00001eb030430_P002, Zm00001eb038430_P001, Zm00001eb040320_P001, Zm00001eb040330_P001, Zm00001eb051450_P001, Zm00001eb101120_P001, Zm00001eb134990_P001, Zm00001eb164400_P001, Zm00001eb170820_P001, Zm00001eb180180_P001, Zm00001eb193830_P002, Zm00001eb219070_P002, Zm00001eb255560_P001, Zm00001eb291680_P001, Zm00001eb311740_P001, Zm00001eb315430_P001, Zm00001eb323840_P002, Zm00001eb327750_P002, Zm00001eb373590_P001, Zm00001eb400680_P002
